Speaker	Transcript	# Words	# Nodes	# Tokens	# Propositions	Tree depth	S-Expression
CLINTON 	So we have to bring communities together in order to begin working on that as a mutual goal.	18	38	19	10	15	(ROOT (S (IN So) (NP (PRP we)) (VP (VBP have) (S (VP (TO to) (VP (VB bring) (NP (NNS communities)) (ADVP (RB together)) (SBAR (IN in) (NN order) (S (VP (TO to) (VP (VB begin) (S (VP (VBG working) (PP (IN on) (NP (NP (DT that)) (PP (IN as) (NP (DT a) (JJ mutual) (NN goal))))))))))))))) (. .)))
CLINTON 	And we've got to get guns out of the hands of people who should not have them.	17	40	19	8	15	(ROOT (S (CC And) (NP (PRP we)) (VP (VBP 've) (VP (VBN got) (S (VP (TO to) (VP (VB get) (NP (NNS guns)) (PRT (RP out)) (PP (IN of) (NP (NP (DT the) (NNS hands)) (PP (IN of) (NP (NP (NNS people)) (SBAR (WHNP (WP who)) (S (VP (MD should) (RB not) (VP (VB have) (NP (PRP them))))))))))))))) (. .)))
CLINTON 	"The gun epidemic is the leading cause of death of young African- American men, more than the next nine causes put together."	22	44	25	10	8	"(ROOT (S (S (NP (DT The) (NN gun) (NN epidemic)) (VP (VBZ is) (NP (NP (DT the) (VBG leading) (NN cause)) (PP (IN of) (NP (NP (NN death)) (PP (IN of) (NP (JJ young) (NNP African)))))))) (: -) (S (NP (NP (JJ American) (NNS men)) (, ,) (NP (QP (JJR more) (IN than) (NP (DT the) (JJ next) (CD nine))) (NNS causes))) (VP (VBD put) (ADVP (RB together)))) (. .)))"
CLINTON 	"So we have to do two things, as I said."	10	23	12	4	6	"(ROOT (S (IN So) (NP (PRP we)) (VP (VBP have) (S (VP (TO to) (VP (VB do) (NP (CD two) (NNS things))))) (, ,) (SBAR (IN as) (S (NP (PRP I)) (VP (VBD said))))) (. .)))"
CLINTON 	We have to restore trust.	5	13	6	3	6	(ROOT (S (NP (PRP We)) (VP (VBP have) (S (VP (TO to) (VP (VB restore) (NP (NN trust)))))) (. .)))
CLINTON 	We have to work with the police.	7	16	8	4	7	(ROOT (S (NP (PRP We)) (VP (VBP have) (S (VP (TO to) (VP (VB work) (PP (IN with) (NP (DT the) (NN police))))))) (. .)))
CLINTON 	We have to make sure they respect the communities and the communities respect them.	14	32	15	6	12	(ROOT (S (NP (PRP We)) (VP (VBP have) (S (VP (TO to) (VP (VB make) (ADJP (JJ sure) (SBAR (S (NP (PRP they)) (VP (VB respect) (S (NP (NP (DT the) (NNS communities)) (CC and) (NP (DT the) (NNS communities))) (VP (VB respect) (NP (PRP them)))))))))))) (. .)))
CLINTON 	"And we have to tackle the plague of gun violence, which is a big contributor to a lot of the problems that we're seeing today."	25	56	28	11	16	"(ROOT (S (CC And) (NP (PRP we)) (VP (VBP have) (S (VP (TO to) (VP (VB tackle) (NP (NP (DT the) (NN plague)) (PP (IN of) (NP (NP (NN gun) (NN violence)) (, ,) (SBAR (WHNP (WDT which)) (S (VP (VBZ is) (NP (NP (DT a) (JJ big) (NN contributor)) (PP (TO to) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (DT the) (NNS problems)))))) (SBAR (IN that) (S (NP (PRP we)) (VP (VBP 're) (VP (VBG seeing) (NP (NN today)))))))))))))))) (. .)))"
HOLT 	"All right, Mr. Trump, you have two minutes."	8	18	11	1	4	"(ROOT (NP (NP (DT All) (NN right)) (, ,) (NP (NNP Mr.) (NNP Trump)) (, ,) (S (NP (PRP you)) (VP (VBP have) (NP (CD two) (NNS minutes)))) (. .)))"
HOLT 	How do you heal the divide?	6	12	6	2	4	(ROOT (SBARQ (WHADVP (WRB How)) (SQ (VBP do) (NP (PRP you)) (VP (VB heal) (NP (DT the) (NN divide))))))
TRUMP 	"Well, first of all, Secretary Clinton doesn't want to use a couple of words, and that's law and order."	19	47	25	9	10	"(ROOT (S (S (INTJ (UH Well)) (, ,) (NP (NP (JJ first)) (PP (IN of) (NP (NP (DT all)) (, ,) (NP (NNP Secretary) (NNP Clinton))))) (VP (VBZ does) (RB n't) (VP (VB want) (S (VP (TO to) (VP (VB use) (NP (NP (DT a) (NN couple)) (PP (IN of) (NP (NNS words)))))))))) (, ,) (CC and) (S (NP (DT that)) (VP (VBZ 's) (NP (NN law) (CC and) (NN order)))) (. .)))"
TRUMP 	And we need law and order.	6	11	7	1	3	(ROOT (S (CC And) (NP (PRP we)) (VP (VBP need) (NP (NN law) (CC and) (NN order))) (. .)))
TRUMP 	"If we don't have it, we're not going to have a country."	12	30	16	8	7	"(ROOT (S (SBAR (IN If) (S (NP (PRP we)) (VP (VBP do) (RB n't) (VP (VB have) (NP (PRP it)))))) (, ,) (NP (PRP we)) (VP (VBP 're) (RB not) (VP (VBG going) (S (VP (TO to) (VP (VB have) (NP (DT a) (NN country))))))) (. .)))"
TRUMP 	"And when I look at what's going on in Charlotte, a city I love, a city where I have investments, when I look at what's going on throughout various parts of our country, whether it's — I mean, I can just keep naming them all day long — we need law and order in our country."	56	136	65	22	29	"(ROOT (S (CC And) (SBAR (WHADVP (WRB when)) (S (NP (PRP I)) (VP (VBP look) (PP (IN at) (SBAR (WHNP (WP what)) (S (VP (VBZ 's) (VP (VBG going) (PRT (RP on)) (PP (IN in) (NP (NNP Charlotte))) (, ,) (NP (NP (DT a) (NN city)) (SBAR (S (NP (PRP I)) (VP (VBP love) (, ,) (NP (NP (DT a) (NN city)) (SBAR (WHADVP (WRB where)) (S (NP (PRP I)) (VP (VBP have) (NP (NNS investments)) (, ,) (SBAR (WHADVP (WRB when)) (S (NP (PRP I)) (VP (VBP look) (PP (IN at) (SBAR (WHNP (WP what)) (S (VP (VBZ 's) (VP (VBG going) (PRT (RP on)) (PP (IN throughout) (NP (NP (JJ various) (NNS parts)) (PP (IN of) (NP (PRP$ our) (NN country))))) (, ,) (SBAR (IN whether) (S (NP (PRP it)) (VP (VBZ 's)))))))))))))))))))))))))))) (PRN (: --) (S (NP (PRP I)) (VP (VBP mean) (, ,) (SBAR (S (NP (PRP I)) (VP (MD can) (ADVP (RB just)) (VP (VB keep) (S (VP (VBG naming) (NP (PRP them)) (ADVP (NP (DT all) (NN day)) (RB long)))))))))) (: --)) (NP (PRP we)) (VP (VBP need) (NP (NP (NN law) (CC and) (NN order)) (PP (IN in) (NP (PRP$ our) (NN country))))) (. .)))"
TRUMP 	"I just got today the, as you know, the endorsement of the Fraternal Order of Police, we just — just came in."	22	48	26	8	8	"(ROOT (S (S (NP (PRP I)) (ADVP (RB just)) (VP (VBD got) (NP (NN today) (DT the)) (PRN (, ,) (SBAR (IN as) (S (NP (PRP you)) (VP (VBP know)))) (, ,)) (NP (NP (DT the) (NN endorsement)) (PP (IN of) (NP (NP (DT the) (NNP Fraternal) (NNP Order)) (PP (IN of) (NP (NNP Police)))))))) (, ,) (NP (PRP we)) (VP (ADVP (RB just) (: --) (RB just)) (VBD came) (PRT (RP in))) (. .)))"
TRUMP 	"We have endorsements from, I think, almost every police group, very — I mean, a large percentage of them in the United States."	23	52	28	9	10	"(ROOT (S (NP (PRP We)) (VP (VBP have) (NP (NP (NNS endorsements)) (PP (IN from) (PRN (, ,) (S (NP (PRP I)) (VP (VBP think))) (, ,)) (NP (NP (NP (RB almost) (DT every) (NN police) (NN group)) (, ,) (NP (JJ very)) (PRN (: --) (S (NP (PRP I)) (VP (VBP mean))) (, ,) (NP (NP (DT a) (JJ large) (NN percentage)) (PP (IN of) (NP (PRP them)))))) (PP (IN in) (NP (DT the) (NNP United) (NNPS States))))))) (. .)))"
TRUMP 	"We have a situation where we have our inner cities, African- Americans, Hispanics are living in he'll because it's so dangerous."	21	55	27	8	10	"(ROOT (S (S (NP (PRP We)) (VP (VBP have) (NP (NP (DT a) (NN situation)) (SBAR (WHADVP (WRB where)) (S (NP (PRP we)) (VP (VBP have) (NP (NP (NP (PRP$ our) (JJ inner) (NNS cities)) (, ,) (NP (NNP African))) (: -) (NP (NNS Americans))))))))) (, ,) (NP (NNPS Hispanics)) (VP (VBP are) (VP (VBG living) (SBAR (IN in) (S (NP (PRP he)) (VP (MD 'll)))) (SBAR (IN because) (S (NP (PRP it)) (VP (VBZ 's) (ADJP (RB so) (JJ dangerous))))))) (. .)))"
TRUMP 	"You walk down the street, you get shot."	8	19	10	2	4	"(ROOT (S (S (NP (PRP You)) (VP (VBP walk) (PRT (RP down)) (NP (DT the) (NN street)))) (, ,) (NP (PRP you)) (VP (VBP get) (NP (NN shot))) (. .)))"
TRUMP 	"In Chicago, they've had thousands of shootings, thousands since January 1st."	11	30	15	5	9	"(ROOT (S (PP (IN In) (NP (NNP Chicago))) (, ,) (NP (PRP they)) (VP (VBP 've) (VP (VBN had) (NP (NP (NNS thousands)) (PP (IN of) (NP (NP (NNS shootings)) (, ,) (NP (NP (NNS thousands)) (PP (IN since) (NP (NNP January) (CD 1st))))))))) (. .)))"
TRUMP 	Thousands of shootings.	3	8	4	1	3	(ROOT (NP (NP (NNS Thousands)) (PP (IN of) (NP (NNS shootings))) (. .)))
TRUMP 	"And I'm saying, where is this?"	6	17	8	3	7	"(ROOT (S (CC And) (NP (PRP I)) (VP (VBP 'm) (VP (VBG saying) (, ,) (SBAR (WHADVP (WRB where)) (S (VP (VBZ is) (NP (DT this)))))))))"
TRUMP 	Is this a war-torn country?	5	9	5	2	3	(ROOT (SINV (VP (VBZ Is) (NP (DT this))) (NP (DT a) (JJ war-torn) (NN country))))
TRUMP 	What are we doing?	4	9	4	2	3	(ROOT (SBARQ (WHNP (WP What)) (SQ (VBP are) (NP (PRP we)) (VP (VBG doing)))))
TRUMP 	And we have to stop the violence.	7	15	8	3	6	(ROOT (S (CC And) (NP (PRP we)) (VP (VBP have) (S (VP (TO to) (VP (VB stop) (NP (DT the) (NN violence)))))) (. .)))
TRUMP 	We have to bring back law and order.	8	17	9	3	6	(ROOT (S (NP (PRP We)) (VP (VBP have) (S (VP (TO to) (VP (VB bring) (PRT (RP back)) (NP (NN law) (CC and) (NN order)))))) (. .)))
TRUMP 	"In a place like Chicago, where thousands of people have been killed, thousands over the last number of years, in fact, almost 4,000 have been killed since Barack Obama became president, over — almost 4,000 people in Chicago have been killed."	41	93	47	21	11	"(ROOT (S (PP (IN In) (NP (NP (DT a) (NN place)) (PP (IN like) (NP (NNP Chicago))))) (, ,) (SBAR (WHADVP (WRB where)) (S (NP (NP (NNS thousands)) (PP (IN of) (NP (NNS people)))) (VP (VBP have) (VP (VBN been) (VP (VP (VBN killed)) (, ,) (VP (NP (NNS thousands)) (PP (IN over) (NP (NP (DT the) (JJ last) (NN number)) (PP (IN of) (NP (NNS years)))))) (, ,) (PP (IN in) (NP (NN fact)))))))) (, ,) (NP (QP (RB almost) (CD 4,000))) (VP (VB have) (VP (VBN been) (VP (VBN killed) (SBAR (IN since) (S (NP (NNP Barack) (NNP Obama)) (VP (VBD became) (NP (NN president)) (, ,) (ADVP (RB over)))))))) (: --) (S (NP (NP (QP (RB almost) (CD 4,000)) (NNS people)) (PP (IN in) (NP (NNP Chicago)))) (VP (VBP have) (VP (VBN been) (VP (VBN killed))))) (. .)))"
TRUMP 	We have to bring back law and order.	8	17	9	3	6	(ROOT (S (NP (PRP We)) (VP (VBP have) (S (VP (TO to) (VP (VB bring) (PRT (RP back)) (NP (NN law) (CC and) (NN order)))))) (. .)))
TRUMP 	"Now, whether or not in a place like Chicago you do stop and frisk, which worked very well, Mayor Giuliani is here, worked very well in New York."	28	60	33	14	9	"(ROOT (S (ADVP (RB Now)) (, ,) (SBAR (IN whether) (PRN (CC or) (PP (RB not) (IN in) (NP (NP (DT a) (NN place)) (PP (IN like) (NP (NNP Chicago)))))) (S (NP (PRP you)) (VP (VBP do) (NP (NP (NN stop) (CC and) (NN frisk)) (, ,) (SBAR (WHNP (WDT which)) (S (VP (VBD worked) (ADVP (RB very) (RB well))))))))) (, ,) (NP (NNP Mayor) (NNP Giuliani)) (VP (VBZ is) (NP (NP (RB here)) (, ,) (VP (VBN worked) (ADVP (RB very) (RB well)) (PP (IN in) (NP (NNP New) (NNP York)))))) (. .)))"
TRUMP 	It brought the crime rate way down.	7	13	8	1	3	(ROOT (S (NP (PRP It)) (VP (VBD brought) (NP (DT the) (NN crime) (NN rate)) (ADVP (NN way) (IN down))) (. .)))
TRUMP 	But you take the gun away from criminals that shouldn't be having it.	13	30	15	6	10	(ROOT (S (CC But) (NP (PRP you)) (VP (VBP take) (PP (ADVP (NP (DT the) (NN gun)) (RB away)) (IN from) (NP (NP (NNS criminals)) (SBAR (WHNP (WDT that)) (S (VP (MD should) (RB n't) (VP (VB be) (VP (VBG having) (NP (PRP it)))))))))) (. .)))
TRUMP 	We have gangs roaming the street.	6	14	7	2	5	(ROOT (S (NP (PRP We)) (VP (VBP have) (NP (NP (NNS gangs)) (VP (VBG roaming) (NP (DT the) (NN street))))) (. .)))
TRUMP 	"And in many cases, they're illegally here, illegal immigrants."	9	20	13	6	3	"(ROOT (S (CC And) (PP (IN in) (NP (JJ many) (NNS cases))) (, ,) (NP (PRP they)) (VP (VBP 're) (ADVP (RB illegally) (RB here)) (, ,) (NP (JJ illegal) (NNS immigrants))) (. .)))"
TRUMP 	And they have guns.	4	9	5	1	3	(ROOT (S (CC And) (NP (PRP they)) (VP (VBP have) (NP (NNS guns))) (. .)))
TRUMP 	And they shoot people.	4	9	5	1	3	(ROOT (S (CC And) (NP (PRP they)) (VP (VBP shoot) (NP (NNS people))) (. .)))
TRUMP 	And we have to be very strong.	7	15	8	5	6	(ROOT (S (CC And) (NP (PRP we)) (VP (VBP have) (S (VP (TO to) (VP (VB be) (ADJP (RB very) (JJ strong)))))) (. .)))
TRUMP 	And we have to be very vigilant.	7	15	8	5	6	(ROOT (S (CC And) (NP (PRP we)) (VP (VBP have) (S (VP (TO to) (VP (VB be) (ADJP (RB very) (JJ vigilant)))))) (. .)))
TRUMP 	We have to be — we have to know what we're doing.	12	33	14	8	10	(ROOT (S (S (NP (PRP We)) (VP (VBP have) (S (VP (TO to) (VP (VB be)))))) (: --) (S (NP (PRP we)) (VP (VBP have) (S (VP (TO to) (VP (VB know) (SBAR (WHNP (WP what)) (S (NP (PRP we)) (VP (VBP 're) (VP (VBG doing)))))))))) (. .)))
TRUMP 	"Right now, our police, in many cases, are afraid to do anything."	12	28	16	8	7	"(ROOT (S (ADVP (RB Right) (RB now)) (, ,) (NP (NP (PRP$ our) (NN police)) (, ,) (PP (IN in) (NP (JJ many) (NNS cases))) (, ,)) (VP (VBP are) (ADJP (JJ afraid) (S (VP (TO to) (VP (VB do) (NP (NN anything))))))) (. .)))"
TRUMP 	"We have to protect our inner cities, because African-American communities are being decimated by crime, decimated."	16	36	19	10	10	"(ROOT (S (NP (PRP We)) (VP (VBP have) (S (VP (TO to) (VP (VB protect) (NP (PRP$ our) (JJ inner) (NNS cities))))) (, ,) (SBAR (IN because) (S (NP (JJ African-American) (NNS communities)) (VP (VBP are) (VP (VBG being) (VP (VBN decimated) (PP (IN by) (NP (NP (NN crime)) (, ,) (VP (VBN decimated)))))))))) (. .)))"
HOLT 	"Your two — your two minutes expired, but I do want to follow up."	14	32	16	5	11	"(ROOT (FRAG (NP (CD Your) (CD two)) (: --) (S (S (NP (PRP$ your) (CD two) (NNS minutes)) (VP (VBD expired))) (, ,) (CC but) (S (NP (PRP I)) (VP (VBP do) (SBAR (S (VP (VBP want) (S (VP (TO to) (VP (VB follow) (PRT (RP up))))))))))) (. .)))"
HOLT 	"Stop-and-frisk was ruled unconstitutional in New York, because it largely singled out black and Hispanic young men."	17	35	19	9	8	"(ROOT (S (NP (NNP Stop-and-frisk)) (VP (VBD was) (VP (VBN ruled) (S (ADJP (JJ unconstitutional))) (PP (IN in) (NP (NNP New) (NNP York))) (, ,) (SBAR (IN because) (S (NP (PRP it)) (ADVP (RB largely)) (VP (VBD singled) (PRT (RP out)) (NP (ADJP (JJ black) (CC and) (JJ Hispanic)) (JJ young) (NNS men))))))) (. .)))"
TRUMP 	"No, you're wrong."	3	11	6	2	3	"(ROOT (S (INTJ (UH No)) (, ,) (NP (PRP you)) (VP (VBP 're) (ADJP (JJ wrong))) (. .)))"
TRUMP 	"It went before a judge, who was a very against-police judge."	11	25	13	5	9	"(ROOT (S (NP (PRP It)) (VP (VBD went) (PP (IN before) (NP (NP (DT a) (NN judge)) (, ,) (SBAR (WHNP (WP who)) (S (VP (VBD was) (NP (DT a) (ADJP (RB very) (JJ against-police)) (NN judge)))))))) (. .)))"
TRUMP 	It was taken away from her.	6	14	7	3	5	(ROOT (S (NP (PRP It)) (VP (VBD was) (VP (VBN taken) (PRT (RP away)) (PP (IN from) (NP (PRP her))))) (. .)))
TRUMP 	"And our mayor, our new mayor, refused to go forward with the case."	13	27	16	6	7	"(ROOT (S (CC And) (NP (NP (PRP$ our) (NN mayor)) (, ,) (NP (PRP$ our) (JJ new) (NN mayor)) (, ,)) (VP (VBD refused) (S (VP (TO to) (VP (VB go) (ADVP (RB forward)) (PP (IN with) (NP (DT the) (NN case))))))) (. .)))"
TRUMP 	They would have won an appeal.	6	13	7	2	5	(ROOT (S (NP (PRP They)) (VP (MD would) (VP (VB have) (VP (VBN won) (NP (DT an) (NN appeal))))) (. .)))
TRUMP 	"If you look at it, throughout the country, there are many places where it's allowed."	15	38	19	7	7	"(ROOT (S (SBAR (IN If) (S (NP (PRP you)) (VP (VBP look) (PP (IN at) (NP (PRP it)))))) (, ,) (PP (IN throughout) (NP (DT the) (NN country))) (, ,) (NP (EX there)) (VP (VBP are) (NP (NP (JJ many) (NNS places)) (SBAR (WHADVP (WRB where)) (S (NP (PRP it)) (VP (VBZ 's) (VP (VBN allowed))))))) (. .)))"
HOLT 	The argument is that it's a form of racial profiling.	10	23	12	4	8	(ROOT (S (NP (DT The) (NN argument)) (VP (VBZ is) (SBAR (IN that) (S (NP (PRP it)) (VP (VBZ 's) (NP (NP (DT a) (NN form)) (PP (IN of) (NP (JJ racial) (NN profiling)))))))) (. .)))
TRUMP 	"No, the argument is that we have to take the guns away from these people that have them and they are bad people that shouldn't have them."	27	63	30	10	15	"(ROOT (S (INTJ (UH No)) (, ,) (NP (DT the) (NN argument)) (VP (VBZ is) (SBAR (IN that) (S (S (NP (PRP we)) (VP (VBP have) (S (VP (TO to) (VP (VB take) (NP (DT the) (NNS guns)) (PRT (RP away)) (PP (IN from) (NP (NP (DT these) (NNS people)) (SBAR (WHNP (WDT that)) (S (VP (VBP have) (NP (PRP them)))))))))))) (CC and) (S (NP (PRP they)) (VP (VBP are) (NP (NP (JJ bad) (NNS people)) (SBAR (WHNP (WDT that)) (S (VP (MD should) (RB n't) (VP (VB have) (NP (PRP them)))))))))))) (. .)))"
TRUMP 	These are felons.	3	8	4	1	3	(ROOT (S (NP (DT These)) (VP (VBP are) (NP (NNS felons))) (. .)))
TRUMP 	"These are people that are bad people that shouldn't be — when you have 3,000 shootings in Chicago from January 1st, when you have 4,000 people killed in Chicago by guns, from the beginning of the presidency of Barack Obama, his hometown, you have to have stop-and-frisk."	47	111	53	18	17	"(ROOT (S (S (NP (DT These)) (VP (VBP are) (NP (NP (NNS people)) (SBAR (WHNP (WDT that)) (S (VP (VBP are) (NP (NP (JJ bad) (NNS people)) (SBAR (WHNP (WDT that)) (S (VP (MD should) (RB n't) (VP (VB be)))))))))))) (: --) (S (SBAR (WHADVP (WRB when)) (S (NP (PRP you)) (VP (VBP have) (NP (NP (CD 3,000) (NNS shootings)) (PP (IN in) (NP (NP (NNP Chicago)) (PP (IN from) (NP (NNP January) (CD 1st)))))) (, ,) (SBAR (WHADVP (WRB when)) (S (NP (PRP you)) (VP (VBP have) (NP (NP (CD 4,000) (NNS people)) (VP (VBN killed) (PP (IN in) (NP (NNP Chicago))) (PP (IN by) (NP (NNS guns))) (, ,) (PP (IN from) (NP (NP (DT the) (NN beginning)) (PP (IN of) (NP (NP (DT the) (NN presidency)) (PP (IN of) (NP (NP (NNP Barack) (NNP Obama)) (, ,) (NP (PRP$ his) (NN hometown)))))))))))))))) (, ,) (NP (PRP you)) (VP (VBP have) (S (VP (TO to) (VP (VB have) (NP (NN stop-and-frisk))))))) (. .)))"
TRUMP 	You need more police.	4	9	5	2	3	(ROOT (S (NP (PRP You)) (VP (VBP need) (NP (JJR more) (NNS police))) (. .)))
TRUMP 	"You need a better community, you know, relation."	8	20	11	4	7	"(ROOT (S (NP (PRP You)) (VP (VBP need) (NP (DT a) (ADJP (RBR better) (JJ community) (PRN (, ,) (S (NP (PRP you)) (VP (VBP know))) (, ,))) (NN relation))) (. .)))"
TRUMP 	You don't have good community relations in Chicago.	8	18	10	5	6	(ROOT (S (NP (PRP You)) (VP (VBP do) (RB n't) (VP (VB have) (NP (NP (JJ good) (NN community) (NNS relations)) (PP (IN in) (NP (NNP Chicago)))))) (. .)))
TRUMP 	It's terrible.	2	8	4	2	3	(ROOT (S (NP (PRP It)) (VP (VBZ 's) (ADJP (JJ terrible))) (. .)))
TRUMP 	I have property there.	4	10	5	2	3	(ROOT (S (NP (PRP I)) (VP (VBP have) (NP (NN property)) (NP (RB there))) (. .)))
TRUMP 	It's terrible what's going on in Chicago.	7	22	10	5	8	(ROOT (S (NP (PRP It)) (VP (VBZ 's) (ADJP (JJ terrible)) (SBAR (WHNP (WP what)) (S (VP (VBZ 's) (VP (VBG going) (PRT (RP on)) (PP (IN in) (NP (NNP Chicago)))))))) (. .)))
TRUMP 	"But when you look — and Chicago's not the only — you go to Ferguson, you go to so many different places."	22	47	25	13	8	"(ROOT (S (CC But) (SBAR (WHADVP (WRB when)) (S (NP (PRP you)) (VP (VBP look)))) (PRN (: --) (CC and) (S (NP (NNP Chicago)) (VP (VBZ 's) (RB not) (NP (DT the) (RB only)))) (: --)) (NP (PRP you)) (VP (VBP go) (PP (TO to) (NP (NNP Ferguson))) (, ,) (SBAR (S (NP (PRP you)) (VP (VBP go) (PP (TO to) (NP (ADJP (RB so) (JJ many)) (JJ different) (NNS places))))))) (. .)))"
TRUMP 	You need better relationships.	4	9	5	2	3	(ROOT (S (NP (PRP You)) (VP (VBP need) (NP (JJR better) (NNS relationships))) (. .)))
TRUMP 	I agree with Secretary Clinton on this.	7	16	8	3	6	(ROOT (S (NP (PRP I)) (VP (VBP agree) (PP (IN with) (NP (NP (NNP Secretary) (NNP Clinton)) (PP (IN on) (NP (DT this)))))) (. .)))
TRUMP 	"You need better relationships between the communities and the police, because in some cases, it's not good."	17	37	21	7	6	"(ROOT (S (NP (PRP You)) (VP (VBP need) (NP (NP (JJR better) (NNS relationships)) (PP (IN between) (NP (NP (DT the) (NNS communities)) (CC and) (NP (DT the) (NN police))))) (, ,) (SBAR (IN because) (S (PP (IN in) (NP (DT some) (NNS cases))) (, ,) (NP (PRP it)) (VP (VBZ 's) (RB not) (ADJP (JJ good)))))) (. .)))"
TRUMP 	"But you look at Dallas, where the relationships were really studied, the relationships were really a beautiful thing, and then five police officers were killed one night very violently."	29	58	33	13	9	"(ROOT (S (CC But) (NP (PRP you)) (VP (VBP look) (PP (IN at) (NP (NNP Dallas))) (, ,) (SBAR (WHADVP (WRB where)) (S (S (NP (DT the) (NNS relationships)) (VP (VBD were) (VP (ADVP (RB really)) (VBN studied)))) (, ,) (S (NP (DT the) (NNS relationships)) (VP (VBD were) (ADVP (RB really)) (NP (DT a) (JJ beautiful) (NN thing)))) (, ,) (CC and) (RB then) (S (NP (CD five) (NN police) (NNS officers)) (VP (VBD were) (VP (VBN killed) (ADVP (NP (CD one) (NN night)) (RB very)) (ADVP (RB violently)))))))) (. .)))"
TRUMP 	So there's some bad things going on.	7	16	9	3	5	(ROOT (S (IN So) (NP (EX there)) (VP (VBZ 's) (NP (NP (DT some) (JJ bad) (NNS things)) (VP (VBG going) (PRT (RP on))))) (. .)))
TRUMP 	Some really bad things.	4	8	5	2	2	(ROOT (NP (NP (DT Some)) (NP (RB really) (JJ bad) (NNS things)) (. .)))
HOLT 	Secretary Clinton.	2	4	3	0	1	(ROOT (NP (NNP Secretary) (NNP Clinton) (. .)))
TRUMP 	"But we need — Lester, we need law and order."	10	20	12	2	4	"(ROOT (S (S (CC But) (NP (PRP we)) (VP (VBP need) (: --) (NP (NNP Lester)))) (, ,) (NP (PRP we)) (VP (VBP need) (NP (NN law) (CC and) (NN order))) (. .)))"
TRUMP 	"And we need law and order in the inner cities, because the people that are most affected by what's happening are African-American and Hispanic people."	25	53	28	12	14	"(ROOT (S (CC And) (NP (PRP we)) (VP (VBP need) (NP (NP (NN law) (CC and) (NN order)) (PP (IN in) (NP (DT the) (JJ inner) (NNS cities)))) (, ,) (SBAR (IN because) (S (NP (NP (DT the) (NNS people)) (SBAR (WHNP (WDT that)) (S (VP (VBP are) (ADJP (RBS most) (JJ affected) (PP (IN by) (SBAR (WHNP (WP what)) (S (VP (VBZ 's) (VP (VBG happening))))))))))) (VP (VBP are) (NP (ADJP (JJ African-American) (CC and) (JJ Hispanic)) (NNS people)))))) (. .)))"
TRUMP 	And it's very unfair to them what our politicians are allowing to happen.	13	30	15	9	9	(ROOT (S (CC And) (NP (PRP it)) (VP (VBZ 's) (ADJP (RB very) (JJ unfair) (PP (TO to) (NP (PRP them)))) (SBAR (WHNP (WP what)) (S (NP (PRP$ our) (NNS politicians)) (VP (VBP are) (VP (VBG allowing) (S (VP (TO to) (VP (VB happen))))))))) (. .)))
HOLT 	Secretary Clinton?	2	3	2	0	1	(ROOT (NP (NNP Secretary) (NNP Clinton)))
CLINTON 	"Well, I've heard — I've heard Donald say this at his rallies, and it's really unfortunate that he paints such a dire negative picture of black communities in our country."	30	69	36	15	11	"(ROOT (S (S (INTJ (UH Well)) (, ,) (NP (PRP I)) (VP (VBP 've) (VP (VBN heard)))) (: --) (S (S (NP (PRP I)) (VP (VBP 've) (VP (VBN heard) (SBAR (S (NP (NNP Donald)) (VP (VBP say) (NP (NP (DT this)) (PP (IN at) (NP (PRP$ his) (NNS rallies)))))))))) (, ,) (CC and) (S (NP (PRP it)) (VP (VBZ 's) (ADJP (RB really) (JJ unfortunate)) (SBAR (IN that) (S (NP (PRP he)) (VP (VBD paints) (NP (NP (PDT such) (DT a) (JJ dire) (JJ negative) (NN picture)) (PP (IN of) (NP (JJ black) (NNS communities)))) (PP (IN in) (NP (PRP$ our) (NN country))))))))) (. .)))"
TRUMP 	Ugh.	1	4	2	1	2	(ROOT (S (VP (VB Ugh)) (. .)))
CLINTON 	"You know, the vibrancy of the black church, the black businesses that employ so many people, the opportunities that so many families are working to provide for their kids."	29	61	33	14	18	"(ROOT (S (NP (PRP You)) (VP (VBP know) (, ,) (NP (NP (DT the) (NN vibrancy)) (PP (IN of) (NP (NP (DT the) (JJ black) (NN church)) (, ,) (NP (NP (DT the) (JJ black) (NNS businesses)) (SBAR (WHNP (WDT that)) (S (VP (VBP employ) (NP (NP (ADJP (RB so) (JJ many)) (NNS people)) (, ,) (NP (DT the) (NNS opportunities))) (SBAR (IN that) (S (NP (RB so) (JJ many) (NNS families)) (VP (VBP are) (VP (VBG working) (S (VP (TO to) (VP (VB provide) (PP (IN for) (NP (PRP$ their) (NNS kids)))))))))))))))))) (. .)))"
CLINTON 	There's a lot that we should be proud of and we should be supporting and lifting up.	17	39	19	7	9	(ROOT (S (S (NP (EX There)) (VP (VBZ 's) (NP (DT a) (NN lot)) (SBAR (IN that) (S (NP (PRP we)) (VP (MD should) (VP (VB be) (ADJP (JJ proud) (PP (IN of))))))))) (CC and) (S (NP (PRP we)) (VP (MD should) (VP (VB be) (VP (VP (VBG supporting)) (CC and) (VP (VBG lifting) (PRT (RP up))))))) (. .)))
